;UF_Destino;UF_origem;Origem;Destino;KM;PED;Pton;Preco;Produto;Especie;Veiculo_1;Veiculo_2;Ano;Mes;Dia
159;AL;AL;Maceió;Porto De Pedras;113;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
160;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
161;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
162;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
163;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
164;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
165;AL;AL;Maceió;São Miguel Dos Milagres;98;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
166;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
167;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
168;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
169;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
170;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
171;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
172;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
173;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
174;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
175;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
176;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
177;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
178;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
179;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
180;AL;AL;Maceió;Capela;61;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
181;AL;AL;Maceió;Barra De Santo Antônio;42;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
182;AL;AL;Maceió;Barra De Santo Antônio;42;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
183;AL;AL;Maceió;Barra De Santo Antônio;42;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
184;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
185;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
186;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
187;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
188;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
189;AL;AL;Maceió;Rio Largo;29;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
190;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
191;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
192;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
193;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
194;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
195;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
196;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
197;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
198;AL;AL;Maceió;Ibateguara;117;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
199;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
200;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
201;AL;AL;Maceió;Maceió;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
202;AL;AL;Maceió;São José Da Laje;100;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
203;AL;AL;Maceió;São José Da Laje;100;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
204;AL;AL;Maceió;São José Da Laje;100;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
205;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
206;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
207;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
208;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
209;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
210;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
211;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
212;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
213;AL;AL;Maceió;Viçosa;84;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
214;SP;SP;Pindamonhangaba;Cabreúva;216;0;0;;Não informado;Não informado;'Só Cavalo Mecânico (4x2)';'Só Cavalo Mecânico LS (6x2)';2021;2;1
215;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
216;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
217;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
218;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
219;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
220;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
221;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
222;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
223;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
224;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
225;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
226;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
227;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
228;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
229;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
230;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
231;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
232;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
233;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
234;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
235;AL;AL;Maceió;União Dos Palmares;79;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
236;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
237;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
238;AL;AL;Maceió;Colônia Leopoldina;117;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
239;PA;MT;Primavera Do Leste;Santarém;2005;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
240;PA;MT;Primavera Do Leste;Santarém;2005;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
241;PA;MT;Primavera Do Leste;Santarém;2005;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
242;RS;RS;Santiago;Três Passos;284;0;0; 44,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
243;RS;RS;Santiago;Três Passos;284;0;0; 44,00 ;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
244;RS;RS;Santiago;Três Passos;284;0;0; 44,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
245;RS;RS;Santiago;Três Passos;284;0;0; 44,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
246;RS;RS;Santiago;Três Passos;284;0;0; 44,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
247;RS;RS;São Nicolau;Três Passos;211;0;0; 31,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
248;RS;RS;São Nicolau;Três Passos;211;0;0; 31,00 ;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
249;RS;RS;São Nicolau;Três Passos;211;0;0; 31,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
250;RS;RS;São Nicolau;Três Passos;211;0;0; 31,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
251;RS;RS;São Nicolau;Três Passos;211;0;0; 31,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
252;RS;RS;Giruá;Três Passos;123;0;0; 24,00 ;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
253;RS;RS;Giruá;Três Passos;123;0;0; 24,00 ;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
254;RS;RS;Giruá;Três Passos;123;0;0; 24,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
255;RS;RS;Giruá;Três Passos;123;0;0; 24,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
256;RS;RS;Giruá;Três Passos;123;0;0; 24,00 ;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
257;DF;GO;Jataí;Brasília;529;0;1; 75,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
258;DF;GO;Jataí;Brasília;529;0;1; 75,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
259;DF;GO;Jataí;Brasília;529;0;1; 75,00 ;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
260;GO;GO;Montes Claros De Goiás;Rio Verde;234;0;1; 40,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
261;GO;GO;Montes Claros De Goiás;Rio Verde;234;0;1; 40,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
262;GO;GO;Montes Claros De Goiás;Rio Verde;234;0;1; 40,00 ;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
263;SP;GO;Rio Verde;Guapiaçu;550;0;1; 60,00 ;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
264;SP;GO;Rio Verde;Guapiaçu;550;0;1; 60,00 ;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
265;SP;GO;Rio Verde;Guapiaçu;550;0;1; 60,00 ;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
266;PR;SP;Cajati;Santa Helena;786;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
267;PR;SP;Cajati;Santa Helena;786;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
268;PR;SP;Cajati;Santa Helena;786;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
269;PR;SP;Cajati;Pato Branco;614;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
270;PR;SP;Cajati;Pato Branco;614;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
271;PR;SP;Cajati;Pato Branco;614;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
272;PR;SP;Cajati;Maringá;601;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
273;PR;SP;Cajati;Maringá;601;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
274;PR;SP;Cajati;Maringá;601;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
275;SP;SP;Cajati;Iacanga;495;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
276;SP;SP;Cajati;Iacanga;495;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
277;SP;SP;Cajati;Iacanga;495;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
278;SP;SP;Cajati;Teodoro Sampaio;772;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
279;SP;SP;Cajati;Teodoro Sampaio;772;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
280;SP;SP;Cajati;Teodoro Sampaio;772;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
281;SP;SP;Cajati;Mogi Das Cruzes;298;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
282;SP;SP;Cajati;Mogi Das Cruzes;298;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
283;SP;SP;Cajati;Mogi Das Cruzes;298;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
284;SP;SP;Cajati;Ibaté;471;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
285;SP;SP;Cajati;Ibaté;471;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
286;SP;SP;Cajati;Ibaté;471;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
287;GO;SP;Cajati;Goianira;1182;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
288;GO;SP;Cajati;Goianira;1182;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
289;GO;SP;Cajati;Goianira;1182;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
290;MG;SP;Cajati;São João Del-Rei;Não informado;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
291;MG;SP;Cajati;São João Del-Rei;Não informado;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
292;MG;SP;Cajati;São João Del-Rei;Não informado;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
293;MG;SP;Cajati;Sarzedo;796;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
294;MG;SP;Cajati;Sarzedo;796;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';'Carreta LS Traçada Simples (3/2 Eixos)';2021;2;1
295;MG;SP;Cajati;Sarzedo;796;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
