;UF_Destino;UF_origem;Origem;Destino;KM;PED;Pton;Preco;Produto;Especie;Veiculo_1;Veiculo_2;Ano;Mes;Dia
2951;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2952;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2953;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2954;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2955;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2956;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2957;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2958;SP;MG;Arcos;Ubatuba;513;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2959;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2960;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2961;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2962;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2963;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2964;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2965;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2966;SP;MG;Sete Lagoas;Francisco Morato;606;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2967;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2968;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2969;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2970;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2971;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2972;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2973;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2974;SP;MG;Sete Lagoas;Ribeirão Preto;591;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2975;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2976;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2977;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2978;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2979;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2980;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2981;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2982;SP;MG;Sete Lagoas;Piracicaba;699;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2983;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2984;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2985;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2986;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2987;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2988;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2989;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2990;SP;MG;Sete Lagoas;Rio Claro;715;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2991;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
2992;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
2993;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
2994;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
2995;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
2996;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
2997;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
2998;SP;MG;Sete Lagoas;Caieiras;619;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
2999;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3000;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3001;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3002;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3003;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3004;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3005;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3006;SP;MG;Sete Lagoas;Sorocaba;705;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3007;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3008;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3009;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3010;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3011;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3012;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3013;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3014;SP;MG;Sete Lagoas;São Paulo;632;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3015;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3016;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3017;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3018;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3019;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3020;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3021;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3022;SP;MG;Sete Lagoas;Guarulhos;619;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3023;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3024;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3025;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3026;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3027;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3028;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3029;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3030;SP;MG;Barroso;Francisco Morato;475;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3031;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3032;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3033;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3034;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3035;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3036;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3037;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3038;SP;MG;Barroso;Ribeirão Preto;547;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3039;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3040;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3041;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3042;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3043;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3044;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3045;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3046;SP;MG;Barroso;Piracicaba;568;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3047;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3048;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3049;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3050;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3051;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3052;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3053;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3054;SP;MG;Barroso;Rio Claro;583;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3055;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3056;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3057;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3058;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3059;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3060;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3061;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3062;SP;MG;Barroso;Caieiras;487;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3063;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3064;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3065;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3066;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3067;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3068;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3069;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3070;SP;MG;Barroso;Sorocaba;574;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3071;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3072;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3073;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3074;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3075;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3076;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3077;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3078;SP;MG;Barroso;São Paulo;500;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3079;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3080;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3081;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3082;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3083;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3084;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3085;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3086;SP;MG;Barroso;Guarulhos;487;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3087;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3088;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3089;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3090;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3091;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3092;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3093;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3094;SP;MG;Ijaci;Piracicaba;458;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3095;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3096;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3097;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3098;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3099;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3100;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3101;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3102;SP;MG;Ijaci;Campinas;386;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3103;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3104;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3105;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3106;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3107;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3108;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3109;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
3110;SP;MG;Ijaci;Vargem Grande Paulista;438;0;0;;Não informado;Não informado;'Carreta Toco Simples (2/2 Eixos)';'Carreta Toco (2/3 Eixos)';2021;2;1
3111;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Bitrem Toco (2/2/2 Eixos)';'Bitrem LS Trucado (3/2/2 Eixos)';2021;2;1
3112;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Rodotrem Toco (2/3/3 Eixos)';'Rodotrem LS Trucado (3/3/3 Eixos)';2021;2;1
3113;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Carreta Direc. Vanderléia (2/3 Eixos)';'Carreta Direc. Vanderléia Trucada (3/3 Eixos)';2021;2;1
3114;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Carreta LS Traçada (3/3 Eixos)';;2021;2;1
3115;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Carreta LS Trucada (3/3 Eixos)';;2021;2;1
3116;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Carreta LS Traçada Simples (3/2 Eixos)';;2021;2;1
3117;SP;MG;Ijaci;Itapevi;420;0;0;;Não informado;Não informado;'Carreta LS Trucada Simples (3/2 Eixos)';;2021;2;1
